path,label
data/raw/benign/47dd4c74bfe0cacd620c91f3d666e715.txt,0
data/raw/malware/919fab2e8525dbd789fe60a3ee719f94.txt,1
data/raw/benign/358e029aa93af318b07b273a733541ad.txt,0
data/raw/malware/c79599a7867c1035ae15b10899c1cb16.txt,1
data/raw/malware/f63cb1e37635bcaea580f0d63aa42cf7.txt,1
data/raw/benign/754ae52c87709d6d32ae6c473da25a61.txt,0
data/raw/malware/25af193ce29f438ab9dde01f6f899653.txt,1
data/raw/malware/79b21529810130b065793c0143107197.txt,1
data/raw/malware/938d310560c0371ed81947dce3df2f1f.txt,1
data/raw/malware/5891933d13f01eadaf60f3cbe4ab8197.txt,1
data/raw/benign/8452b88dcd90c1d553eeffc5c0cde7b7.txt,0
data/raw/malware/dfa71f106883f1aa17361a674b270242.txt,1
data/raw/benign/0b8f61ef41025e9fe76ab1d8794bccc5.txt,0
data/raw/malware/bde9066b7cd7377b867554a1d000f31c.txt,1
data/raw/benign/214a6ffd77906c4ce69a6482c00f4b18.txt,0
data/raw/benign/1e9906014e63ebbc7ded025b8ba1e92f.txt,0
data/raw/malware/95f7ab724a9226daa3514eed2357648a.txt,1
data/raw/malware/5f24ccdbad9d96e5e904ad120a86d131.txt,1
data/raw/malware/0079d8b72e6e6d78819b4130e6e2e119.txt,1
data/raw/malware/074a893f037130b952d2ff8b0d4b3146.txt,1
data/raw/malware/4bc82365308093115c55fef0c7f8f700.txt,1
data/raw/malware/37c03cffec558131393d672857b68509.txt,1
data/raw/malware/0931b504126845f382f0809c2eb7dbdf.txt,1
data/raw/benign/c9e0166be4437dc0167e3d00456e4171.txt,0
data/raw/malware/903a42d16f3d5a22b1e055aa5a8da3a0.txt,1
data/raw/malware/98d027ccbaf2ce2d7b3aec5b66d47e53.txt,1
data/raw/malware/1eac5f8bc3a7fd9322f7a33862268494.txt,1
data/raw/malware/797eede0a029a416cf6c6c389ecef23c.txt,1
data/raw/malware/42f0d6a46efb3e4f32495c8639629d52.txt,1
data/raw/malware/9d3502de52958171e2353e6f734d6775.txt,1
data/raw/benign/42ab5e8cad9740f86905a6bf84b74443.txt,0
data/raw/malware/0b3686642737dfde0e97d09db417cc5c.txt,1
data/raw/malware/0732ae626ad6508f2f6e1eaf30537ab4.txt,1
data/raw/malware/7ed4fafefd58abb7912666115bde3cd8.txt,1
data/raw/malware/4df0a406cd4d8476097dc774b0617c55.txt,1
data/raw/malware/1d5669bece090630dcec2e41fc7adc74.txt,1
data/raw/benign/272ecb485341b5861411829251beaf16.txt,0
data/raw/malware/3c386921ecaf52c225c9858d30da68cd.txt,1
data/raw/benign/6df06b4a05898197b8ee7bab46c60156.txt,0
data/raw/malware/8c7d1b781e8d2359ef3cef0c10697b77.txt,1
data/raw/malware/cac29fc064ea2cac326a92c6ab0dc4e5.txt,1
data/raw/malware/a380b6e4b2e837a660d9fd4790aec013.txt,1
data/raw/malware/03402a369a90839c58bf17c11a190117.txt,1
data/raw/malware/b05634a1635a27453b278009cddb86cc.txt,1
data/raw/malware/55a98b43f6db596edd5d9a0e54ed259f.txt,1
data/raw/malware/856fdc4ac831b2f6eaa2ad737e0ed628.txt,1
data/raw/malware/14d467216c010a1881a73e002e63ba3f.txt,1
data/raw/malware/bf0b5e538e370606c7ff22e5841500f5.txt,1
data/raw/benign/a41adbacd99fbf31ad84c96e67b60133.txt,0
data/raw/malware/18f1a6df77031ce9d3bbeb14c63cea2b.txt,1
data/raw/malware/0f281e8b5d9d8806a99344c4375f55d8.txt,1
data/raw/malware/52b394fd513df4bf8676666597dc5a1b.txt,1
data/raw/malware/b5040f27685aa5161085baf198fbaa76.txt,1
data/raw/malware/27e96447bc942188b78343518da658b5.txt,1
data/raw/malware/b9d3be9334a9f3cdf77904ea592007a2.txt,1
data/raw/malware/24d746f7a1b36dde6844f061f73a4dec.txt,1
data/raw/malware/bc7a3dbbf7fcd9a030c9f0b8f42074bd.txt,1
data/raw/malware/5438befc77490683c06e8e8291810547.txt,1
data/raw/malware/d0bd0d0f73ec2d15a7afe0e61806ad49.txt,1
data/raw/malware/51be379eb108f725b2bb57bcbb8ee602.txt,1
data/raw/malware/715de2e710965e8f678d3caaa590ec24.txt,1
data/raw/benign/c08c66cfa8b60e2a5dd07d0b9efd538e.txt,0
data/raw/malware/2583ec156c98545bba266309d85951f3.txt,1
data/raw/malware/73f957a900cda6bebabd7af4ae8a6b2e.txt,1
data/raw/benign/e054c0283569887f751ec76f98620ade.txt,0
data/raw/malware/51fe1e0ba130c192f3095e8409835d13.txt,1
data/raw/malware/a36f9181adbc484b03f83d5db47896b3.txt,1
data/raw/malware/3d9a1d875bed403ef2397bbf6aa1f34a.txt,1
data/raw/malware/7add75204047aa8ac964eff1b2e6b1ea.txt,1
data/raw/benign/4710c47e46c4fbc2ce31ba1ac91b188d.txt,0
data/raw/malware/d75995c25c8921b2845a1fc8c2893e57.txt,1
data/raw/malware/977f5fd2a90c529a6b8f38e43ec9cd67.txt,1
data/raw/malware/2d342172edf8dc4c1bc25ec0374e8c0e.txt,1
data/raw/benign/0ef841ed35a4c65df855dd52389d778b.txt,0
data/raw/malware/0b9ce873a4bf5aaa97d42f0e149df599.txt,1
data/raw/malware/fe91771bc0871e779b7885cde14c07ea.txt,1
data/raw/malware/30ccb8a99c45371ecbb44e5a304eeb1f.txt,1
data/raw/benign/9da8cd68deac7f74536a35eb3f16d930.txt,0
data/raw/malware/294d3df9761a11d3d1ebffde14a835a7.txt,1
data/raw/benign/270e954ee1b0b8b099124969a9f9bfed.txt,0
data/raw/malware/d79465ea7da12b49cf3d3fafd3049c05.txt,1
data/raw/benign/6f669de3e52224c48ee5075647bee8be.txt,0
data/raw/malware/7c74e7b1488e67742786f8ddee6f6280.txt,1
data/raw/benign/19d27ea035ee51134b3707af787b21bd.txt,0
data/raw/benign/27c8be73a0c5d49ec7437e1608d43aa5.txt,0
data/raw/malware/f33127f43209c595f87e136b61bb073a.txt,1
data/raw/malware/b5e7ec417023f5594e4bf345a694efe9.txt,1
data/raw/malware/03f8bde5a1677526d7178ee84ec40594.txt,1
data/raw/malware/6306250083ec7a944af4f5612b7c9553.txt,1
data/raw/malware/17657d272b4d2a167e2bdda965c8eb82.txt,1
data/raw/malware/41ce539a4a98e0f157d92ed1f9724a21.txt,1
data/raw/malware/6a17d51d6e19200f16d34e77ac9a99ff.txt,1
data/raw/malware/6cdd358c422878000ac0d408a7f8005e.txt,1
data/raw/malware/10a9d2c7e68b02c7287807f353a90481.txt,1
data/raw/malware/8b7a11802edcba9e9b4b9e7848681431.txt,1
data/raw/malware/9073c7c4856b6b87c61de7fbd3a1e672.txt,1
data/raw/benign/3744bb7e574324e69212c5f0a1b54650.txt,0
data/raw/malware/43b5f383e8a9648b5400104716daf507.txt,1
data/raw/benign/d3707dd8e556197f16b6504d0e7242e7.txt,0
data/raw/malware/06e6178da8e9d95d5b0ffd2fae17890c.txt,1
data/raw/malware/4d0a368a215deeab7baef1373b84ae6b.txt,1
data/raw/malware/e1153b7829952cd4953b6abf47fcea84.txt,1
data/raw/malware/2f4d8b7f258b5c298b17ad3857eef8fb.txt,1
data/raw/malware/f9802094f6db8146bc5c93b3ea1afc8a.txt,1
data/raw/malware/40a3445271d1b8aefd9711b5ccf09ce4.txt,1
data/raw/benign/8a056711a4258baf20d251bcf8a9f1b6.txt,0
data/raw/malware/231daa63315a5d5c5a7775ffbcee1fd2.txt,1
data/raw/malware/22493c3c3553d46e2dff421231f05d80.txt,1
data/raw/malware/59ba9eeca0cd205da19547c8865faad8.txt,1
data/raw/malware/29fbf9b48126887ab25a0a291f4c9fa4.txt,1
data/raw/malware/d3c24e7cc3b238112ddaa128e09a77c6.txt,1
data/raw/malware/2a3407edff4be09482136c766dc37da9.txt,1
data/raw/malware/2e2be92f1404595a35c93a41aa10d93b.txt,1
data/raw/malware/1f3cf4efbe1ce1e27ea2fb33e159483a.txt,1
data/raw/malware/922976b869a2f5ed106eca0681be10cb.txt,1
data/raw/benign/944026fc274d965776f0be6c00297982.txt,0
data/raw/malware/70d98eba33348921d769e57d400bac04.txt,1
data/raw/malware/971876a7210db670a24af2f431e6db3a.txt,1
data/raw/malware/769d96c5ff84be9e4a253bef8859afab.txt,1
data/raw/malware/c8f41b44ea3878f896efeb1f0c6d865d.txt,1
data/raw/malware/573be6a08b1270cd4b2f542e8eb4f7d3.txt,1
data/raw/malware/85199e72e0f0e61d8d4682d61b244dc2.txt,1
data/raw/benign/038a05dd288138664ad3115cd6ea099a.txt,0
data/raw/benign/8656f20f4a7955df074b27aff8067a98.txt,0
data/raw/benign/922e7c35e7c48c2c021abb130165c39e.txt,0
data/raw/malware/9f72ccc43836da3921adfb4cf0100721.txt,1
data/raw/benign/fb5fcc6ab73fc46b08e4777c66c6dccc.txt,0
data/raw/malware/95a040e657e3e0ba8973c23f15d1a8d4.txt,1
data/raw/malware/76b047815d42c09388b77553f8071a6e.txt,1
data/raw/malware/7ec4f5d77ca58739349bcdbf71e84644.txt,1
data/raw/benign/eae4be54f501ac666514f301ccd584f2.txt,0
data/raw/malware/c3057bf7ca98b09e4b26fc41410be9db.txt,1
data/raw/benign/f9e4f90d8580ee006be8dae63c37fde5.txt,0
data/raw/malware/152ce090588f1d8c8c231419f7df4872.txt,1
data/raw/malware/e586558031ee29f3d6111243501edf18.txt,1
data/raw/malware/958668af87fea504436a5a07ae21288b.txt,1
data/raw/malware/8f5cfaed4b2cd8d96d05336abb2c4aba.txt,1
data/raw/malware/66f3e30df44bc1a80af3b6df325fa5c8.txt,1
data/raw/malware/1a700d5a950b65e35604000b7056298b.txt,1
data/raw/malware/73109d8328cc72c66d9e0a142c0e7a07.txt,1
data/raw/benign/35b5a3edf6b4cef695d9d966168b2fa3.txt,0
data/raw/malware/52eeee0b58d401161e9aadbc714ea2d2.txt,1
data/raw/malware/f7cc978e70d2275216b9bda127d18f13.txt,1
data/raw/malware/27b18bf2c56cada9fe723104fb33ac35.txt,1
data/raw/benign/f91d22266fa7cccdfe79bd83cc29d2c7.txt,0
data/raw/malware/b042dce389420d519db2d7394293459c.txt,1
data/raw/benign/5c5e73a3638afcd03690587ef1039f25.txt,0
data/raw/malware/0348833f3fbd5eedb3330cbafd5333b8.txt,1
data/raw/malware/c462aac1c5017667b1f9537b0286284f.txt,1
data/raw/malware/017bb422805ec3b465c334ef25a4c148.txt,1
data/raw/benign/69194e4d8d6a9ddb714bda1504d9b2ae.txt,0
data/raw/benign/d4de1a52fef901a3f5f5b1355afb4d8c.txt,0
data/raw/benign/692354d5adce3d554465f598c84b221b.txt,0
data/raw/benign/91529c58cb2140f6b7bfe2aa3519e72c.txt,0
data/raw/benign/911ab916f4163b0fa52b283de251c1eb.txt,0
data/raw/malware/f453e58047be07e22fef381ff86219c4.txt,1
data/raw/benign/383a86e2691afdbabd66071dbbd593fc.txt,0
data/raw/malware/ebce2fe3e009022538a59caed1a7949b.txt,1
data/raw/malware/47f8c7cf121595a7915d6dcddc46b4c0.txt,1
data/raw/benign/ff1a9c1774c118432292aa229c16806b.txt,0
data/raw/malware/5c2dd00913ae2bb2bd54afcb51e8f69c.txt,1
data/raw/malware/8ea2e93c763b8a7aacb17731e0a4fedf.txt,1
data/raw/malware/3703350fab32a42c35d31680ffd85d70.txt,1
data/raw/malware/34b08b3d590c7e4e5e5b9e3816e4c7e1.txt,1
data/raw/malware/8d58713cffd7b6d7d710424aec085b72.txt,1
data/raw/malware/a09a12216a3495c5364dfc6037ccd4bf.txt,1
data/raw/malware/55a7edde2357c7a4e87e871cc6930139.txt,1
data/raw/benign/81644118c45414197eebff0744819ace.txt,0
data/raw/malware/6758d87f308585257cca84dee02c9463.txt,1
data/raw/malware/7035a9cdcd03972fe3e3c03a6524c28a.txt,1
data/raw/malware/eb29bb9f7b6918210506215b9cc5f011.txt,1
data/raw/malware/f74ff0f5707a721bfa93020f8d103af0.txt,1
data/raw/benign/da0bb1ee4b07d35d1f615f573b05033b.txt,0
data/raw/malware/00590a17e06037744b2705682efb6cb8.txt,1
data/raw/malware/252c4e725a85fd59808a9fdbdbeb3fec.txt,1
data/raw/malware/73baa48d0405a1bf7a121116e56f6726.txt,1
data/raw/benign/b1eae5bcb357aa0b742f663e755c0861.txt,0
data/raw/malware/26ce2f8a19b4a6dab215ee0b2da54e01.txt,1
data/raw/malware/4946d784f53bfa99447cb5edf38d4e7a.txt,1
data/raw/benign/474b5c95793688deb00269dd8c515059.txt,0
data/raw/malware/925897bd1405a1f20f55f61ce03cc3ae.txt,1
data/raw/malware/69415ab23bd6e660c451fae223c808fd.txt,1
data/raw/malware/1016fb87f82e95a00f276248024bc5a2.txt,1
data/raw/malware/bbc633044e82da9558e7eee8bc5a274f.txt,1
data/raw/malware/3908f8d5c5372176c801bb1453218e3d.txt,1
data/raw/benign/520ec3ae3bdf72172ca52d68a32ed8d7.txt,0
data/raw/malware/42b7bc6e8ead6fb64144a7482cd410b5.txt,1
data/raw/malware/017faadd594c0eb5c3f48af9ae902a65.txt,1
data/raw/malware/770edba625e35533ca7433c02e4116f3.txt,1
data/raw/malware/54961d80b618949e08b73c6e67f95ab5.txt,1
data/raw/malware/8348eedcf77fb77f16fac2b5fd51fe0c.txt,1
data/raw/malware/ea0cc740c17afebbc9cd728540df4edd.txt,1
data/raw/malware/d96c4e1b9962bee1c9c59962a18ca27f.txt,1
data/raw/malware/5d36b360249c8cb6a943ad42677729c0.txt,1
data/raw/malware/b09290a7e2477dea767c8b54bfb9c1f7.txt,1
data/raw/malware/4212e14c573e59120344aea8f659159d.txt,1
data/raw/malware/a7681aff4795756775ea303fa89cc692.txt,1
data/raw/benign/38ffccd3d0b3b8b25451a1354fb85471.txt,0
data/raw/benign/76f84ee650b4b44343135436e3f911eb.txt,0
data/raw/benign/7781dea5f0fa4f5a70910fbe8498a610.txt,0
data/raw/malware/40951efdcb49d9c017b28e8668631b7e.txt,1
data/raw/malware/d12afed2928a8e707167146b9bc7d7a6.txt,1
data/raw/malware/f4f49eb5fba4b9e732734b8f57fb10fb.txt,1
data/raw/malware/c3b4d5729068d685aecae2e5517ae87f.txt,1
data/raw/malware/7d9f1039b2883a9507e53a00ab827821.txt,1
data/raw/benign/a7d7cd0483db4b87c500e2d884fd6884.txt,0
data/raw/malware/4e450507242b9ca8f09ab722251a6d2d.txt,1
data/raw/malware/be69be807ec427b90af13e70b51af11b.txt,1
data/raw/malware/9fdf601625b616b500997132cdb4eaf6.txt,1
data/raw/malware/0c2fc67afa08b7d9d849e2381f747364.txt,1
data/raw/malware/4e3ed743d7282478b1c620184ee5f658.txt,1
data/raw/malware/3f66fe4d759ab1212d690d6dbe39396f.txt,1
data/raw/malware/4e850a2342eda54299c34cc65ab76d65.txt,1
data/raw/malware/3055b607d9cc51109984659c9ca4136f.txt,1
data/raw/benign/0593aa87b0426bac363a292228735991.txt,0
data/raw/malware/7e574ef690d24af288cc2dc1baa28d8f.txt,1
data/raw/malware/28e333cc79606773455f4a9b42dc5597.txt,1
data/raw/malware/9f515557d85dbffc79e31bf7d8b297f8.txt,1
data/raw/malware/a3344861f0bfaa96f645bfeb809e6fa5.txt,1
data/raw/malware/d95352a8a3ad81f740b75d1c5428a827.txt,1
data/raw/malware/6970a87b04f7d45d4f2c5be4f6e04d94.txt,1
data/raw/malware/5d8d427c98cab91a59fc9a72d9bc502d.txt,1
data/raw/malware/001cb3423c30a9827c4258895acbdb81.txt,1
data/raw/malware/23136fcf32aa941e30a2c44cfca464e2.txt,1
data/raw/malware/f8df55d6efc53509e4d82b3de7f44621.txt,1
data/raw/malware/12b4213525b1dcfc6d7a657f7f88b527.txt,1
data/raw/benign/0257ff0237e869e4b31d18322ec19b90.txt,0
data/raw/malware/2b21bd6f03739a0a43c1c462e6e9fed8.txt,1
data/raw/benign/93e08842473cb2f7d6f0be85de0be730.txt,0
data/raw/malware/fd1051b3b3a083360bb8d6c3484f1fa1.txt,1
data/raw/malware/9e576f0532df4741d7a48fdcb2d444ca.txt,1
data/raw/malware/be826b2f1fe99a3d21bb3f7b0781e015.txt,1
data/raw/malware/0fc26b63c79a2c87e161f4c85a336b3c.txt,1
data/raw/malware/f7b3a4c9fb317b414d2e658a496da58e.txt,1
data/raw/benign/9afd81537eef39670117e004f5cf77ae.txt,0
data/raw/benign/95c63869de88dd83cc9b80a0165d0557.txt,0
data/raw/malware/b3832b3cb263b3632dcb6e6e59f2c1b6.txt,1
data/raw/benign/d1df33e4694f848b84c9d546a88e1d01.txt,0
data/raw/malware/043a7a298a9382c6cc9138da3fa8a52a.txt,1
data/raw/malware/119281f6c2bfd6f495608d9181fca49e.txt,1
data/raw/malware/43d2a3fad21d67b2228db2a86eed325c.txt,1
data/raw/benign/9d9a58b04321a1a41085ad21d46a2c54.txt,0
data/raw/malware/0ba2e221fb2f0ab4118713d54a2dc161.txt,1
data/raw/malware/cc5d412cadb027ec7dfa8967a46a7f6f.txt,1
data/raw/malware/2d0262bed964e5f6a38c02d3f83b24af.txt,1
data/raw/malware/065377c780a2086527fe82b32576de39.txt,1
data/raw/malware/c5739b32608c393349de837fd34238bc.txt,1
data/raw/malware/982649efdfb5ffb3a23fa18dab0de6c7.txt,1
data/raw/malware/cfda945351ca55ee2510eee0dc7e39f0.txt,1
data/raw/malware/52a5631454b14e8308d7327278684797.txt,1
data/raw/benign/c77944b20aa3cd9269ff282c908fc9e8.txt,0
data/raw/malware/2dfc24bb5ac88e80681d92011530d8fe.txt,1
data/raw/benign/6186bd4730f2e811c7223f77fd0b85b7.txt,0
data/raw/malware/72d02bc7674e7cc9e0fb641811ef0799.txt,1
data/raw/malware/41259d2252d3b02c874d8236fd66f261.txt,1
data/raw/malware/d24eacd577dbc0cd618f6b337df879ce.txt,1
data/raw/malware/0f547801a3e33880fedd82f031c11f5a.txt,1
data/raw/malware/5fb956810e56dc487865c0998e3fbfdc.txt,1
data/raw/malware/12a5f44c50cde5083e4ff01da8ea2004.txt,1
data/raw/malware/54d1cd3d60de3b8efe9167c052ba509b.txt,1
data/raw/malware/0370e029e6e90240e36d32b9398a9ca7.txt,1
data/raw/benign/336eb1431047fdd54d0b2b8a3c508eef.txt,0
data/raw/malware/b011c1fb09338e69988568c03a3eeeb9.txt,1
data/raw/malware/03e8f5b89433ac2473fc16ee50ee506b.txt,1
data/raw/malware/63484ec23fefe080ea67a7e97de68b46.txt,1
data/raw/malware/e7141c321a2749f573176ebcbdff5f79.txt,1
data/raw/malware/a1beb434eaf18671e599e1e738aa3dfe.txt,1
data/raw/malware/cb1d3e11fae5f013103aeeb342683131.txt,1
data/raw/malware/7eb4ba9da35f4af26b91da20e63cb8ae.txt,1
data/raw/malware/44638f0e3a428332744a1b84d5d1f134.txt,1
data/raw/malware/e364bc7f64682e10a199fa40307df56f.txt,1
data/raw/malware/562b7a140e0925a05857a3b638d49058.txt,1
data/raw/benign/5d517ad2cdd146f676987342a212f020.txt,0
data/raw/malware/0feefcb90fa4439e37402b3df351063d.txt,1
data/raw/benign/965ac39de67865edea7e2184cfc4ce93.txt,0
data/raw/malware/55c0f1f7bab77b775f6eb5e60979cd78.txt,1
data/raw/malware/2386ae5076731cf1ba8b237ca18b1175.txt,1
data/raw/malware/0e1a4a518344ca2e54fae73b8acb6d9b.txt,1
data/raw/benign/24db3e5e017e30e9b3728f04ea506726.txt,0
data/raw/benign/db033d6f96891c4b29f4bedc8d27666d.txt,0
data/raw/malware/03a580f12b3acb7d3d26218b8c95070c.txt,1
data/raw/malware/dc6aabf0a676fed060999556cd290154.txt,1
data/raw/malware/69be662e54014c759111686fc31ca207.txt,1
data/raw/malware/8c5d5c85d64748b3af4be9f7b3f96b37.txt,1
data/raw/malware/816d4e7e28ac915caaba17ae6497bc29.txt,1
data/raw/malware/a7dfb3de78f092d7640e46caff3ecae3.txt,1
data/raw/malware/2882415f1df9deddef713cf7cb4d4feb.txt,1
data/raw/malware/bd6aae0a4d0393ea5800c71820cd600d.txt,1
data/raw/malware/94af54b14715049eef4e8d592fd98436.txt,1
data/raw/malware/121b7290d6ffb96c3f2982a57a7c181c.txt,1
data/raw/malware/50db2f6ad8a6557bf359d7312eba99c6.txt,1
data/raw/malware/f1c2cd9ba43eb624e6ca089e3178c7c3.txt,1
data/raw/malware/5ff7239a0a24ebefccb84482a53faf28.txt,1
data/raw/malware/4b6afe598c52a91ab314d2bdb138d781.txt,1
data/raw/malware/bcd4180961ae588cd9878ca697583161.txt,1
data/raw/malware/9cac5f9387ce3119fb3b585eee2b6847.txt,1
data/raw/malware/6b97198672d1ddf5840a8ce24a5df762.txt,1
data/raw/malware/328006ed056c1edacc950526e8e3a0fc.txt,1
data/raw/malware/07ccff035f425c4fe6b26d8b4aee8bfd.txt,1
data/raw/malware/085c03b207b27ca07124f441494689d4.txt,1
data/raw/malware/51c3c1c10c5cc25df79898f12da734a7.txt,1
data/raw/malware/ebf3fd39f94b42277ddd04fe80db3ecd.txt,1
data/raw/malware/2e03ba1ac973cf5ed3c66db104831e47.txt,1
data/raw/benign/179cf511d34424086aef328f3a2e4d2c.txt,0
data/raw/malware/585fe9731a277db22ca4ec1fb13cadd8.txt,1
data/raw/malware/7285074d16481d19368f5a4b2adb1e0b.txt,1
data/raw/malware/bb478b412443b615030681e345ed172b.txt,1
data/raw/benign/808e5a96dde43efc91267e6225e88cea.txt,0
data/raw/malware/2130ea58f46b04022b7f442ff7376ce2.txt,1
data/raw/malware/8062827d5609181c90bea6d89f9c7981.txt,1
data/raw/malware/f0b1524c698b299a70da8923e6166939.txt,1
data/raw/malware/799f6bc6ab681fb362ad5b838a26dd11.txt,1
data/raw/benign/6d08774680ce8b7f6d7c19cb9656d150.txt,0
data/raw/malware/9807c696f0b5ca09407db77fc163dced.txt,1
data/raw/malware/ddedbc4dc9c6f68f00535c26e4158d77.txt,1
data/raw/malware/5aff45cd8597e2ba32efa1fa40027167.txt,1
data/raw/malware/2fc10ef41e45e77c9b1a140a6c22f21b.txt,1
data/raw/malware/93106b29bf95b9cc0f897a3f225e1701.txt,1
data/raw/benign/bc511fc45c7b322ce933cb42e7447354.txt,0
data/raw/malware/836d36447855bae0cf01d209208e61ee.txt,1
data/raw/malware/acf2b8ea072b13d4d6163677ac5e0dfe.txt,1
data/raw/malware/13988dea2daa2f7661625df8d1baa392.txt,1
data/raw/malware/5e1e5f31d67060481bc3cfcfce1154e2.txt,1
data/raw/benign/539bacbb47ec0e2b2a77cd2ab934182e.txt,0
data/raw/malware/51cfc6c09448e6fd124efeeb9736af35.txt,1
data/raw/malware/e14e8ef7ba432402940e46825ff07a65.txt,1
data/raw/benign/1a688979ddd7d828edc6b7d6ff66037b.txt,0
data/raw/malware/baf595d8607ab6f5ab878d6e6b6ec35d.txt,1
data/raw/benign/f4ad8be870572e7b84d36fe75b8b77c4.txt,0
data/raw/malware/09628361c8f73f679add5b6010e86337.txt,1
data/raw/malware/b0fe22fbf749661bc8e058319b88799f.txt,1
data/raw/benign/18b9a8ec878343fca8f11dc625baf098.txt,0
data/raw/malware/5f1fb82d2200bd5b3e1595e6c50a505c.txt,1
data/raw/malware/de02a7b34ecaf542675ff6a401ad4e16.txt,1
data/raw/malware/16ece0c894321139550f7409fa409d2b.txt,1
data/raw/malware/3406ceef51190ffd2edf69f3710c9b0e.txt,1
data/raw/malware/beaf6fcc119c3e739e9edc29e9a49f52.txt,1
data/raw/benign/dcd3b2ffcb0a7621f96cd114a294097e.txt,0
data/raw/malware/23f51c6a5563b72d9cab1be7182b274b.txt,1
data/raw/malware/70ea4c12ad20b7d57c184165d28da1e4.txt,1
data/raw/malware/2ccfc2a22b22be3cf3a3bebd1e1f8fa4.txt,1
data/raw/benign/9874ebd960b276721aac5fbcafdbb719.txt,0
data/raw/malware/fac15f7d9426c0e80f64cf4663d5292e.txt,1
data/raw/malware/50a49d1646386cd7f88145c019379085.txt,1
data/raw/benign/d827c1de397a9d99c2ebfd4c245085c0.txt,0
data/raw/malware/9a96a72116731001cf84e81d2dc7a6dd.txt,1
data/raw/malware/29615123661e18e9fe7d08bb6845a2dd.txt,1
data/raw/malware/0ebc26c7974e96458939bf59fdf92d39.txt,1
data/raw/malware/c3dab14cb45fec33e8b0285730e72ea2.txt,1
